0.5 No. of Outliers: 119, Clusters : 0, Silhoutte -2
1.622 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.623 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.624 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.625 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.626 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.627 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.628 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.629 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.63 No. of Outliers: 16, Clusters : 5, Silhoutte 0.11339999735355377
1.631 No. of Outliers: 16, Clusters : 5, Silhoutte 0.11339999735355377
1.632 No. of Outliers: 16, Clusters : 5, Silhoutte 0.11339999735355377
1.633 No. of Outliers: 16, Clusters : 5, Silhoutte 0.11339999735355377
1.634 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.635 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.636 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.637 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.638 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.639 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.64 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.641 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.642 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.643 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.644 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.645 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.646 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.647 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.648 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.649 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.65 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.651 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.652 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.653 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.654 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.655 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.656 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.657 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.658 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.659 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.66 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.661 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.662 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.663 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.664 No. of Outliers: 16, Clusters : 4, Silhoutte 0.11649999767541885
1.665 No. of Outliers: 15, Clusters : 4, Silhoutte 0.11779999732971191
1.666 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.667 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.668 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.669 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.67 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.671 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.672 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.673 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.674 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.675 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.676 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.677 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.678 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.679 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.68 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.681 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.682 No. of Outliers: 14, Clusters : 4, Silhoutte 0.11710000038146973
1.683 No. of Outliers: 13, Clusters : 4, Silhoutte 0.1160999983549118
1.684 No. of Outliers: 13, Clusters : 4, Silhoutte 0.1160999983549118
1.685 No. of Outliers: 13, Clusters : 4, Silhoutte 0.1160999983549118
1.686 No. of Outliers: 13, Clusters : 4, Silhoutte 0.1160999983549118
1.687 No. of Outliers: 13, Clusters : 4, Silhoutte 0.1160999983549118
1.688 No. of Outliers: 13, Clusters : 4, Silhoutte 0.1160999983549118
1.689 No. of Outliers: 13, Clusters : 4, Silhoutte 0.1160999983549118
1.69 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.691 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.692 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.693 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.694 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.695 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.696 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.697 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.698 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.699 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.7 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.701 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.702 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.703 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.704 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.705 No. of Outliers: 13, Clusters : 3, Silhoutte 0.1737000048160553
1.706 No. of Outliers: 11, Clusters : 3, Silhoutte 0.1720000058412552
1.707 No. of Outliers: 11, Clusters : 3, Silhoutte 0.1720000058412552
1.708 No. of Outliers: 11, Clusters : 3, Silhoutte 0.1720000058412552
1.709 No. of Outliers: 11, Clusters : 3, Silhoutte 0.1720000058412552
1.71 No. of Outliers: 11, Clusters : 3, Silhoutte 0.1720000058412552
1.711 No. of Outliers: 11, Clusters : 3, Silhoutte 0.1720000058412552
1.712 No. of Outliers: 11, Clusters : 3, Silhoutte 0.1720000058412552
1.713 No. of Outliers: 11, Clusters : 3, Silhoutte 0.1720000058412552
1.714 No. of Outliers: 11, Clusters : 3, Silhoutte 0.1720000058412552
1.715 No. of Outliers: 11, Clusters : 3, Silhoutte 0.1720000058412552
1.716 No. of Outliers: 11, Clusters : 3, Silhoutte 0.1720000058412552
1.717 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.718 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.719 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.72 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.721 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.722 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.723 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.724 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.725 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.726 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.727 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.728 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.729 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.73 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.731 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.732 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.733 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.734 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.735 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.736 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.737 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.738 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.739 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.74 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.741 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.742 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.743 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.744 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.745 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.746 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.747 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.748 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.749 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.75 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.751 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.752 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.753 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.754 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.755 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.756 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.757 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.758 No. of Outliers: 10, Clusters : 3, Silhoutte 0.17149999737739563
1.759 No. of Outliers: 9, Clusters : 3, Silhoutte 0.18170000612735748
1.76 No. of Outliers: 9, Clusters : 3, Silhoutte 0.18170000612735748
1.761 No. of Outliers: 9, Clusters : 3, Silhoutte 0.18170000612735748
1.762 No. of Outliers: 9, Clusters : 3, Silhoutte 0.18170000612735748
1.763 No. of Outliers: 9, Clusters : 3, Silhoutte 0.18170000612735748
1.764 No. of Outliers: 9, Clusters : 3, Silhoutte 0.18170000612735748
1.765 No. of Outliers: 9, Clusters : 3, Silhoutte 0.18170000612735748
1.766 No. of Outliers: 9, Clusters : 3, Silhoutte 0.18170000612735748
1.767 No. of Outliers: 8, Clusters : 3, Silhoutte 0.18400000035762787
1.768 No. of Outliers: 8, Clusters : 3, Silhoutte 0.18400000035762787
1.769 No. of Outliers: 8, Clusters : 3, Silhoutte 0.18400000035762787
1.77 No. of Outliers: 8, Clusters : 3, Silhoutte 0.18400000035762787
1.771 No. of Outliers: 8, Clusters : 3, Silhoutte 0.18400000035762787
1.772 No. of Outliers: 8, Clusters : 3, Silhoutte 0.18400000035762787
1.773 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.774 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.775 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.776 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.777 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.778 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.779 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.78 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.781 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.782 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.783 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.784 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.785 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.786 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.787 No. of Outliers: 7, Clusters : 3, Silhoutte 0.18790000677108765
1.788 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.789 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.79 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.791 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.792 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.793 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.794 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.795 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.796 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.797 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.798 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.799 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.8 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.801 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.802 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.803 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.804 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.805 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.806 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.807 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.808 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.809 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.81 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.811 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.812 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.813 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.814 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.815 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.816 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.817 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.818 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.819 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.82 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.821 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.822 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.823 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.824 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.825 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.826 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.827 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.828 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.829 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.83 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.831 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.832 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.833 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.834 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.835 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.836 No. of Outliers: 6, Clusters : 3, Silhoutte 0.188400000333786
1.837 No. of Outliers: 4, Clusters : 3, Silhoutte 0.2054000049829483
1.838 No. of Outliers: 4, Clusters : 3, Silhoutte 0.2054000049829483
1.839 No. of Outliers: 4, Clusters : 3, Silhoutte 0.2054000049829483
1.84 No. of Outliers: 4, Clusters : 3, Silhoutte 0.2054000049829483
1.841 No. of Outliers: 4, Clusters : 3, Silhoutte 0.2054000049829483
1.842 No. of Outliers: 4, Clusters : 3, Silhoutte 0.2054000049829483
1.843 No. of Outliers: 4, Clusters : 3, Silhoutte 0.2054000049829483
1.844 No. of Outliers: 4, Clusters : 3, Silhoutte 0.2054000049829483
1.845 No. of Outliers: 4, Clusters : 3, Silhoutte 0.2054000049829483
1.846 No. of Outliers: 4, Clusters : 3, Silhoutte 0.2054000049829483
1.847 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.848 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.849 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.85 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.851 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.852 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.853 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.854 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.855 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.856 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.857 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.858 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.859 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.86 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.861 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.862 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.863 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.864 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.865 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.866 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.867 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.868 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.869 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.87 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.871 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.872 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.873 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.874 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.875 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.876 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.877 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.878 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.879 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.88 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.881 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.882 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.883 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.884 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.885 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.886 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.887 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.888 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.889 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.89 No. of Outliers: 2, Clusters : 3, Silhoutte 0.22020000219345093
1.891 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.892 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.893 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.894 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.895 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.896 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.897 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.898 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.899 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.9 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.901 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.902 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.903 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.904 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.905 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.906 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.907 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.908 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.909 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.91 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.911 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.912 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.913 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.914 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.915 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.916 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.917 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.918 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.919 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.92 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.921 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.922 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.923 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.924 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.925 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.926 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.927 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.928 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.929 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.93 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.931 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.932 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.933 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.934 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.935 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.936 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.937 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.938 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.939 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.94 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.941 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.942 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.943 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.944 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.945 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.946 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.947 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.948 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.949 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.95 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.951 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.952 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.953 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.954 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.955 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.956 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.957 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.958 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.959 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.96 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.961 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.962 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.963 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.964 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.965 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.966 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.967 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.968 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.969 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.97 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.971 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.972 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.973 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.974 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.975 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.976 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.977 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.978 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.979 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.98 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
